"Date";"Time";"Action";"ID";"Name";"Temp";"PAR";"F(I)/Fo calc";"F(I)";"Fo,Fo'";"Fm,Fm'";"FMTm";"F";"Y(II)";"Y(4S)";"k/ocs";"ETR(II)";"Y(NO)";"Y(NPQ)";"NPQ";"qN";"qP";"qL";"F/Fm";"Fm'/Fm";"P700ox";"P700m,P700m'";"Y(I)";"Y(ND)";"Y(NA)";"ETR(I)";
01.02.26;14:45:32;New Report;NR;MR1;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.26;14:46:12;P700-Cal.;SK;S_260201_144612; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.26;14:46:58;LC-Start;LCB;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.26;14:46:58;Manual;SK;S_260201_144658; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.26;14:46:59;Fo-Det.;Fo;;n.c.;0;;0.0000;0.3496;;;;;;;;;;;;;;;;;;;;;;
01.02.26;14:47:00;Fm-Det.;SP;F_260201_144700_0;n.c.;0;;0.0000;0.3496;0.7320;;0.3479;0.522;;;0.000;0.478;0.000;0.000;0.000;1.000;1.000;0.475;1.000;0.060;1.444;;;;;
01.02.26;14:47:10;Pm.-Det.;SP;F_260201_144710_0;n.c.;0;;0.0000;0.3455;0.7145;;0.3568;0.501;;;0.000;0.487;0.012;0.025;0.035;0.970;0.939;0.487;0.976;0.937;1.528;0.387;0.613;-0.000;0.000;
01.02.26;14:47:44;P.+F. SP;SP;F_260201_144744_0;n.c.;8;;0.0000;0.3351;0.6712;;0.4738;0.294;;;0.988;0.647;0.059;0.091;0.121;0.587;0.415;0.647;0.917;0.048;1.429;0.904;0.031;0.065;3.038;
01.02.26;14:48:14;P.+F. SP;SP;F_260201_144814_0;n.c.;17;;0.0000;0.3251;0.6325;;0.4366;0.310;;;2.212;0.596;0.094;0.157;0.196;0.637;0.475;0.596;0.864;0.039;1.408;0.896;0.025;0.079;6.397;
01.02.26;14:48:44;P.+F. SP;SP;F_260201_144844_0;n.c.;30;;0.0000;0.3052;0.5612;;0.3951;0.296;;;3.730;0.540;0.164;0.304;0.331;0.649;0.501;0.540;0.767;0.013;1.356;0.879;0.009;0.112;11.076;
01.02.26;14:49:14;P.+F. SP;SP;F_260201_144914_0;n.c.;80;;0.0000;0.2444;0.3850;;0.3079;0.200;;;6.729;0.421;0.379;0.902;0.632;0.548;0.435;0.421;0.526;0.110;1.380;0.831;0.072;0.097;27.913;
01.02.26;14:49:44;P.+F. SP;SP;F_260201_144944_0;n.c.;151;;0.0000;0.2144;0.3155;;0.2742;0.131;;;8.306;0.375;0.494;1.320;0.736;0.409;0.320;0.375;0.431;0.314;1.412;0.719;0.206;0.076;45.579;
01.02.26;14:50:14;P.+F. SP;SP;F_260201_145014_0;n.c.;205;;0.0000;0.2016;0.2886;;0.2569;0.110;;;9.455;0.351;0.539;1.537;0.773;0.364;0.286;0.351;0.394;0.422;1.447;0.671;0.276;0.053;57.752;
01.02.26;14:50:44;P.+F. SP;SP;F_260201_145044_0;n.c.;359;;0.0000;0.1915;0.2682;;0.2521;0.060;;;9.091;0.344;0.595;1.729;0.799;0.211;0.160;0.344;0.366;0.676;1.418;0.486;0.442;0.072;73.219;
01.02.26;14:51:14;P.+F. SP;SP;F_260201_145114_0;n.c.;571;;0.0000;0.1855;0.2567;;0.2473;0.037;;;8.799;0.338;0.625;1.851;0.814;0.132;0.099;0.338;0.351;0.942;1.471;0.346;0.616;0.037;83.035;
01.02.26;14:51:44;P.+F. SP;SP;F_260201_145144_0;n.c.;896;;0.0000;0.1809;0.2479;;0.2426;0.021;;;7.923;0.331;0.647;1.953;0.825;0.078;0.058;0.331;0.339;1.147;1.461;0.205;0.751;0.044;77.237;
01.02.26;14:52:14;P.+F. SP;SP;F_260201_145214_0;n.c.;1388;;0.0000;0.1766;0.2399;;0.2371;0.012;;;6.819;0.324;0.664;2.052;0.834;0.044;0.033;0.324;0.328;1.287;1.457;0.111;0.842;0.046;64.986;
01.02.26;14:52:44;P.+F. SP;SP;F_260201_145244_0;n.c.;1725;;0.0000;0.1727;0.2328;;0.2307;0.009;;;6.482;0.315;0.676;2.145;0.843;0.035;0.026;0.315;0.318;1.357;1.483;0.082;0.888;0.030;59.553;
01.02.26;14:53:14;P.+F. SP;SP;F_260201_145314_0;n.c.;2152;;0.0000;0.1693;0.2267;;0.2252;0.007;;;6.172;0.308;0.686;2.229;0.850;0.027;0.020;0.308;0.310;1.382;1.460;0.051;0.904;0.045;46.060;
01.02.26;14:53:44;P.+F. SP;SP;F_260201_145344_0;n.c.;2658;;0.0000;0.1659;0.2206;;0.2197;0.004;;;4.827;0.300;0.696;2.318;0.857;0.017;0.013;0.300;0.301;1.414;1.477;0.041;0.926;0.034;45.686;
01.02.26;14:54:14;P.+F. SP;SP;F_260201_145414_0;n.c.;3244;;0.0000;0.1623;0.2143;;0.2143;0.000;;;0.000;0.293;0.707;2.415;0.864;0.000;0.000;0.293;0.293;1.417;1.458;0.027;0.928;0.046;36.320;
01.02.26;14:54:17;LC-Stop;LCE;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
