"Date";"Time";"Action";"ID";"Name";"Temp";"PAR";"F(I)/Fo calc";"F(I)";"Fo,Fo'";"Fm,Fm'";"FMTm";"F";"Y(II)";"Y(4S)";"k/ocs";"ETR(II)";"Y(NO)";"Y(NPQ)";"NPQ";"qN";"qP";"qL";"F/Fm";"Fm'/Fm";"P700ox";"P700m,P700m'";"Y(I)";"Y(ND)";"Y(NA)";"ETR(I)";
29.01.26;14:08:59;New Report;NR;MR1;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.01.26;14:29:46;P700-Cal.;SK;S_260129_142946; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
29.01.26;14:29:58;LC-Start;LCB;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.01.26;14:29:58;Manual;SK;S_260129_142958; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
29.01.26;14:29:59;Fo-Det.;Fo;; 0.0;0;;0.0000;0.1343;;;;;;;;;;;;;;;;;;;;;;
29.01.26;14:30:00;Fm-Det.;SP;F_260129_143000_0; 0.0;0;;0.0000;0.1343;0.6479;;0.1472;0.793;;;0.000;0.227;0.000;0.000;0.000;0.975;0.890;0.227;1.000;0.826;1.709;;;;;
29.01.26;14:30:08;Pm.-Det.;SP;F_260129_143008_0; 0.0;0;;0.0000;0.1343;0.6263;;0.1590;0.746;;;0.000;0.244;0.010;0.035;0.042;0.950;0.802;0.245;0.967;1.579;1.786;0.116;0.884;0.000;0.000;
29.01.26;14:30:42;P.+F. SP;SP;F_260129_143042_0; 0.0;39;;0.0000;0.1343;0.5844;;0.2048;0.650;;;10.639;0.310;0.040;0.109;0.124;0.843;0.553;0.316;0.902;0.020;0.989;0.543;0.011;0.446;8.893;
29.01.26;14:31:12;P.+F. SP;SP;F_260129_143112_0; 0.0;49;;0.0000;0.1343;0.6076;;0.2094;0.655;;;13.487;0.320;0.025;0.066;0.078;0.841;0.540;0.323;0.938;0.034;0.976;0.527;0.019;0.454;10.846;
29.01.26;14:31:42;P.+F. SP;SP;F_260129_143142_0; 0.0;62;;0.0000;0.1343;0.6046;;0.1918;0.683;;;17.781;0.292;0.025;0.072;0.084;0.878;0.615;0.296;0.933;0.031;1.007;0.547;0.017;0.436;14.231;
29.01.26;14:32:12;P.+F. SP;SP;F_260129_143212_0; 0.0;113;;0.0000;0.1343;0.5905;;0.1993;0.662;;;31.440;0.302;0.035;0.097;0.112;0.858;0.578;0.308;0.911;0.025;0.978;0.534;0.014;0.453;25.322;
29.01.26;14:32:42;P.+F. SP;SP;F_260129_143242_0; 0.0;185;;0.0000;0.1343;0.5543;;0.1945;0.649;;;50.432;0.291;0.059;0.169;0.182;0.857;0.592;0.300;0.856;0.042;1.025;0.551;0.023;0.426;42.791;
29.01.26;14:33:12;P.+F. SP;SP;F_260129_143312_0; 0.0;241;;0.0000;0.1343;0.5191;;0.1875;0.639;;;64.666;0.277;0.084;0.248;0.251;0.862;0.618;0.289;0.801;0.084;1.185;0.617;0.047;0.336;62.414;
29.01.26;14:33:42;P.+F. SP;SP;F_260129_143342_0; 0.0;397;;0.0000;0.1343;0.3716;;0.1786;0.519;;;86.595;0.245;0.236;0.744;0.538;0.813;0.612;0.276;0.574;0.366;1.588;0.684;0.205;0.111;114.087;
29.01.26;14:34:12;P.+F. SP;SP;F_260129_143412_0; 0.0;614;;0.0000;0.1343;0.2884;;0.1873;0.351;;;90.442;0.247;0.402;1.247;0.700;0.656;0.471;0.289;0.445;0.804;1.724;0.515;0.450;0.035;132.843;
29.01.26;14:34:42;P.+F. SP;SP;F_260129_143442_0; 0.0;946;;0.0000;0.1343;0.2531;;0.1987;0.215;;;85.338;0.267;0.518;1.560;0.769;0.458;0.309;0.307;0.391;1.097;1.694;0.334;0.614;0.052;132.879;
29.01.26;14:35:12;P.+F. SP;SP;F_260129_143512_0; 0.0;1453;;0.0000;0.1343;0.2379;;0.2065;0.132;;;80.546;0.288;0.580;1.723;0.798;0.303;0.197;0.319;0.367;1.288;1.688;0.224;0.721;0.055;136.515;
29.01.26;14:35:42;P.+F. SP;SP;F_260129_143542_0; 0.0;1796;;0.0000;0.1343;0.2289;;0.2048;0.105;;;79.117;0.288;0.607;1.831;0.816;0.254;0.167;0.316;0.353;1.330;1.633;0.169;0.745;0.086;127.807;
29.01.26;14:36:12;P.+F. SP;SP;F_260129_143612_0; 0.0;2232;;0.0000;0.1343;0.2205;;0.2018;0.085;;;79.662;0.286;0.629;1.938;0.832;0.217;0.145;0.311;0.340;1.367;1.633;0.149;0.765;0.086;139.540;
29.01.26;14:36:42;P.+F. SP;SP;F_260129_143642_0; 0.0;2750;;0.0000;0.1343;0.2153;;0.2011;0.066;;;76.493;0.289;0.645;2.009;0.842;0.176;0.118;0.310;0.332;1.390;1.588;0.110;0.778;0.111;127.552;
29.01.26;14:36:46;LC-Stop;LCE;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
