"Date";"Time";"Action";"ID";"Name";"Temp";"PAR";"F(I)/Fo calc";"F(I)";"Fo,Fo'";"Fm,Fm'";"FMTm";"F";"Y(II)";"Y(4S)";"k/ocs";"ETR(II)";"Y(NO)";"Y(NPQ)";"NPQ";"qN";"qP";"qL";"F/Fm";"Fm'/Fm";"P700ox";"P700m,P700m'";"Y(I)";"Y(ND)";"Y(NA)";"ETR(I)";
01.02.26;16:30:30;New Report;NR;MR1;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.26;16:30:49;P700-Cal.;SK;S_260201_163049; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.26;16:31:02;LC-Start;LCB;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.26;16:31:02;Manual;SK;S_260201_163102; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.26;16:31:03;Fo-Det.;Fo;;n.c.;0;;0.0000;0.1601;;;;;;;;;;;;;;;;;;;;;;
01.02.26;16:31:03;Fm-Det.;SP;F_260201_163103_0;n.c.;0;;0.0000;0.1601;0.7738;;0.1660;0.793;;;0.000;0.214;0.000;0.000;0.000;0.990;0.956;0.214;1.000;0.108;0.697;;;;;
01.02.26;16:31:11;Pm.-Det.;SP;F_260201_163111_0;n.c.;0;;0.0000;0.1596;0.7608;;0.1746;0.771;;;0.000;0.226;0.004;0.017;0.020;0.975;0.891;0.226;0.983;0.494;0.684;0.277;0.723;0.000;0.000;
01.02.26;16:31:45;P.+F. SP;SP;F_260201_163145_0;n.c.;14;;0.0000;0.1478;0.5511;;0.2237;0.594;;;3.494;0.289;0.117;0.404;0.343;0.812;0.536;0.289;0.712;0.013;0.531;0.757;0.019;0.224;4.454;
01.02.26;16:32:15;P.+F. SP;SP;F_260201_163215_0;n.c.;23;;0.0000;0.1414;0.4721;;0.2009;0.574;;;5.549;0.260;0.166;0.639;0.461;0.820;0.577;0.260;0.610;0.034;0.533;0.730;0.050;0.220;7.051;
01.02.26;16:32:45;P.+F. SP;SP;F_260201_163245_0;n.c.;36;;0.0000;0.1390;0.4459;;0.1959;0.561;;;8.478;0.253;0.186;0.735;0.500;0.815;0.578;0.253;0.576;0.002;0.471;0.686;0.003;0.311;10.370;
01.02.26;16:33:15;P.+F. SP;SP;F_260201_163315_0;n.c.;86;;0.0000;0.1308;0.3714;;0.1905;0.487;;;17.593;0.246;0.267;1.084;0.608;0.752;0.516;0.246;0.480;0.076;0.544;0.684;0.112;0.204;24.705;
01.02.26;16:33:45;P.+F. SP;SP;F_260201_163345_0;n.c.;157;;0.0000;0.1259;0.3343;;0.1995;0.403;;;26.578;0.258;0.339;1.315;0.660;0.647;0.408;0.258;0.432;0.157;0.589;0.632;0.230;0.139;41.646;
01.02.26;16:34:15;P.+F. SP;SP;F_260201_163415_0;n.c.;211;;0.0000;0.1240;0.3216;;0.2042;0.365;;;32.357;0.264;0.371;1.406;0.678;0.594;0.361;0.264;0.416;0.217;0.609;0.574;0.317;0.109;50.865;
01.02.26;16:34:45;P.+F. SP;SP;F_260201_163445_0;n.c.;365;;0.0000;0.1200;0.2961;;0.2262;0.236;;;36.206;0.292;0.472;1.613;0.713;0.397;0.211;0.292;0.383;0.340;0.641;0.440;0.497;0.063;67.528;
01.02.26;16:35:15;P.+F. SP;SP;F_260201_163515_0;n.c.;577;;0.0000;0.1178;0.2830;;0.2414;0.147;;;35.618;0.312;0.541;1.734;0.731;0.252;0.123;0.312;0.366;0.412;0.647;0.345;0.602;0.053;83.539;
01.02.26;16:35:45;P.+F. SP;SP;F_260201_163545_0;n.c.;902;;0.0000;0.1166;0.2759;;0.2523;0.086;;;32.434;0.326;0.588;1.805;0.740;0.148;0.069;0.326;0.357;0.538;0.698;0.235;0.787;-0.022;89.081;
01.02.26;16:36:15;P.+F. SP;SP;F_260201_163615_0;n.c.;1394;;0.0000;0.1157;0.2710;;0.2573;0.051;;;29.633;0.333;0.617;1.855;0.747;0.088;0.040;0.333;0.350;0.571;0.643;0.106;0.836;0.059;61.787;
01.02.26;16:36:45;P.+F. SP;SP;F_260201_163645_0;n.c.;1731;;0.0000;0.1146;0.2650;;0.2551;0.037;;;27.228;0.330;0.633;1.920;0.755;0.066;0.030;0.330;0.343;0.606;0.715;0.159;0.887;-0.046;115.638;
01.02.26;16:37:15;P.+F. SP;SP;F_260201_163715_0;n.c.;2158;;0.0000;0.1143;0.2632;;0.2564;0.026;;;23.517;0.331;0.643;1.939;0.757;0.046;0.020;0.331;0.340;0.596;0.639;0.063;0.872;0.065;56.989;
01.02.26;16:37:45;P.+F. SP;SP;F_260201_163745_0;n.c.;2664;;0.0000;0.1136;0.2596;;0.2543;0.021;;;23.058;0.329;0.651;1.980;0.762;0.037;0.016;0.329;0.336;0.610;0.654;0.065;0.892;0.043;72.486;
01.02.26;16:38:15;P.+F. SP;SP;F_260201_163815_0;n.c.;3250;;0.0000;0.1129;0.2559;;0.2521;0.015;;;20.350;0.326;0.659;2.023;0.767;0.027;0.012;0.326;0.331;0.624;0.631;0.009;0.913;0.077;12.828;
01.02.26;16:38:18;LC-Stop;LCE;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
