"Date";"Time";"Action";"ID";"Name";"Temp";"PAR";"F(I)/Fo calc";"F(I)";"Fo,Fo'";"Fm,Fm'";"FMTm";"F";"Y(II)";"Y(4S)";"k/ocs";"ETR(II)";"Y(NO)";"Y(NPQ)";"NPQ";"qN";"qP";"qL";"F/Fm";"Fm'/Fm";"P700ox";"P700m,P700m'";"Y(I)";"Y(ND)";"Y(NA)";"ETR(I)";
01.02.26;14:06:30;New Report;NR;MR1;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.26;14:22:18;P700-Cal.;SK;S_260201_142218; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.26;14:22:32;LC-Start;LCB;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.26;14:22:32;Manual;SK;S_260201_142232; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.26;14:22:33;Fo-Det.;Fo;;n.c.;0;;0.0000;0.6631;;;;;;;;;;;;;;;;;;;;;;
01.02.26;14:22:33;Fm-Det.;SP;F_260201_142233_0;n.c.;0;;0.0000;0.6631;1.5625;;0.6606;0.576;;;0.000;0.424;0.000;0.000;0.000;1.000;1.000;0.423;1.000;0.038;0.877;;;;;
01.02.26;14:22:43;Pm.-Det.;SP;F_260201_142243_0;n.c.;0;;0.0000;0.6550;1.5181;;0.6903;0.545;;;0.000;0.442;0.013;0.029;0.040;0.959;0.910;0.442;0.972;0.415;0.888;0.532;0.468;0.000;0.000;
01.02.26;14:23:17;P.+F. SP;SP;F_260201_142317_0;n.c.;14;;0.0000;0.6312;1.3963;;0.9805;0.298;;;1.751;0.627;0.075;0.119;0.149;0.543;0.350;0.627;0.894;0.006;0.777;0.868;0.007;0.125;5.107;
01.02.26;14:23:47;P.+F. SP;SP;F_260201_142347_0;n.c.;23;;0.0000;0.6270;1.3757;;0.9017;0.345;;;3.328;0.577;0.078;0.136;0.168;0.633;0.440;0.577;0.880;0.000;0.741;0.835;0.000;0.165;8.062;
01.02.26;14:24:17;P.+F. SP;SP;F_260201_142417_0;n.c.;36;;0.0000;0.6220;1.3518;;0.8717;0.355;;;5.371;0.558;0.087;0.156;0.189;0.658;0.469;0.558;0.865;-0.002;0.764;0.862;0.000;0.138;13.040;
01.02.26;14:24:47;P.+F. SP;SP;F_260201_142447_0;n.c.;86;;0.0000;0.6036;1.2678;;0.8787;0.307;;;11.085;0.562;0.131;0.233;0.262;0.586;0.402;0.562;0.811;0.038;0.769;0.824;0.042;0.134;29.753;
01.02.26;14:25:17;P.+F. SP;SP;F_260201_142517_0;n.c.;157;;0.0000;0.5398;1.0158;;0.7662;0.246;;;16.203;0.490;0.264;0.538;0.471;0.524;0.369;0.490;0.650;0.161;0.811;0.731;0.181;0.087;48.225;
01.02.26;14:25:47;P.+F. SP;SP;F_260201_142547_0;n.c.;211;;0.0000;0.4670;0.7853;;0.6384;0.187;;;16.570;0.409;0.404;0.990;0.646;0.461;0.337;0.409;0.503;0.331;0.885;0.623;0.373;0.004;55.249;
01.02.26;14:26:17;P.+F. SP;SP;F_260201_142617_0;n.c.;365;;0.0000;0.4204;0.6619;;0.5967;0.098;;;15.094;0.382;0.520;1.361;0.731;0.270;0.190;0.382;0.424;0.587;0.926;0.382;0.661;-0.043;58.551;
01.02.26;14:26:47;P.+F. SP;SP;F_260201_142647_0;n.c.;577;;0.0000;0.3977;0.6073;;0.5738;0.055;;;13.367;0.367;0.578;1.573;0.767;0.160;0.111;0.367;0.389;0.685;0.861;0.199;0.771;0.030;48.216;
01.02.26;14:27:17;P.+F. SP;SP;F_260201_142717_0;n.c.;902;;0.0000;0.3843;0.5767;;0.5591;0.030;;;11.543;0.358;0.612;1.709;0.786;0.091;0.063;0.358;0.369;0.787;0.891;0.117;0.886;-0.003;44.236;
01.02.26;14:27:47;P.+F. SP;SP;F_260201_142747_0;n.c.;1394;;0.0000;0.3755;0.5572;;0.5482;0.016;;;9.457;0.351;0.633;1.804;0.798;0.050;0.034;0.351;0.357;0.827;0.902;0.084;0.931;-0.016;49.458;
01.02.26;14:28:17;P.+F. SP;SP;F_260201_142817_0;n.c.;1731;;0.0000;0.3706;0.5463;;0.5403;0.011;;;8.063;0.346;0.643;1.860;0.805;0.034;0.024;0.346;0.350;0.838;0.861;0.027;0.943;0.031;19.302;
01.02.26;14:28:47;P.+F. SP;SP;F_260201_142847_0;n.c.;2158;;0.0000;0.3663;0.5370;;0.5325;0.008;;;7.508;0.341;0.651;1.910;0.810;0.026;0.018;0.341;0.344;0.849;0.871;0.024;0.956;0.019;21.893;
01.02.26;14:29:17;P.+F. SP;SP;F_260201_142917_0;n.c.;2664;;0.0000;0.3615;0.5268;;0.5239;0.005;;;6.120;0.335;0.659;1.966;0.816;0.017;0.012;0.335;0.337;0.862;0.907;0.051;0.970;-0.021;57.186;
01.02.26;14:29:47;P.+F. SP;SP;F_260201_142947_0;n.c.;3250;;0.0000;0.3565;0.5163;;0.5144;0.004;;;4.909;0.329;0.667;2.026;0.822;0.012;0.008;0.329;0.330;0.823;0.850;0.030;0.927;0.043;40.993;
01.02.26;14:29:51;LC-Stop;LCE;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
