"residual_sum_of_squares","root_mean_squared_error","relative_root_mean_squared_error","a","b","c","d","alpha","beta","etrmax_with_photoinhibition","etrmax_without_photoinhibition","ik_with_photoinhibition","ik_without_photoinhibition","im_with_photoinhibition","w","ib","etrmax_without_with_ratio"
72.075208392916,2.19203419062319,0.0756599837600262,9.89932056437349e-06,0.0100472504069338,2.37851574617041,NA,0.420430262700626,NA,50.6277059949227,NA,120.41879590141,NA,490.174056344388,2.07057762598546,NA,NA
