"residual_sum_of_squares","root_mean_squared_error","relative_root_mean_squared_error","a","b","c","d","alpha","beta","etrmax_with_photoinhibition","etrmax_without_photoinhibition","ik_with_photoinhibition","ik_without_photoinhibition","im_with_photoinhibition","w","ib","etrmax_with_without_ratio"
10.6474237374129,0.842513055780658,0.0982227743067003,3.30485801464241e-05,0.0374685426424206,8.03606187657561,NA,0.124439061739297,NA,14.2731090568361,NA,114.699587551847,NA,493.1116160315,2.29915770890286,NA,NA
