"residual_sum_of_squares","root_mean_squared_error","relative_root_mean_squared_error","a","b","c","d","alpha","beta","etrmax_with_photoinhibition","etrmax_without_photoinhibition","ik_with_photoinhibition","ik_without_photoinhibition","im_with_photoinhibition","w","ib","etrmax_without_with_ratio"
2.23287818130465,0.385821908942857,0.0449179564099575,3.66934765936643e-05,0.0359052666223132,6.59424006206108,NA,0.15164749699565,NA,14.9218646756682,NA,98.3983578449455,NA,423.923942887315,2.30824204968265,NA,NA
