"residual_sum_of_squares","root_mean_squared_error","relative_root_mean_squared_error","a","b","c","d","alpha","beta","etrmax_with_photoinhibition","etrmax_without_photoinhibition","ik_with_photoinhibition","ik_without_photoinhibition","im_with_photoinhibition","w","ib","etrmax_without_with_ratio"
38.0354822167797,1.59238777138358,0.0339388224513468,6.34438105584939e-06,0.00257095056579846,2.99371275937443,NA,0.334033382751444,NA,88.5959254297817,NA,265.230752387723,NA,686.926758740987,0.589921238608169,NA,NA
