"residual_sum_of_squares","root_mean_squared_error","relative_root_mean_squared_error","a","b","c","d","alpha","beta","etrmax_with_photoinhibition","etrmax_without_photoinhibition","ik_with_photoinhibition","ik_without_photoinhibition","im_with_photoinhibition","w","ib","etrmax_without_with_ratio"
10.6177781755226,0.841339336039968,0.0903426747311835,3.90545223549228e-05,0.0444665938203552,3.48887221518364,NA,0.28662557363035,NA,14.7465735099636,NA,51.4489105880751,NA,298.886890075933,3.80939200965723,NA,NA
