"residual_sum_of_squares","root_mean_squared_error","relative_root_mean_squared_error","a","b","c","d","alpha","beta","etrmax_with_photoinhibition","etrmax_without_photoinhibition","ik_with_photoinhibition","ik_without_photoinhibition","im_with_photoinhibition","w","ib","etrmax_with_without_ratio"
18.8665330940405,1.12150295270946,0.0518959866540997,1.08940806692595e-05,0.0157629474188175,3.18345600680745,NA,0.314124020517832,NA,36.3094583419461,NA,115.589563262593,NA,540.572729491545,2.67665690771309,NA,NA
