"residual_sum_of_squares","root_mean_squared_error","relative_root_mean_squared_error","a","b","c","d","alpha","beta","etrmax_with_photoinhibition","etrmax_without_photoinhibition","ik_with_photoinhibition","ik_without_photoinhibition","im_with_photoinhibition","w","ib","etrmax_without_with_ratio"
72.7225807950037,2.20185650145514,0.0668832607961332,8.92871878408174e-06,0.00548191522392889,3.80329229509253,NA,0.262930093826952,NA,58.3542774587233,NA,221.938373844454,NA,652.657419368105,0.940714613983439,NA,NA
