"residual_sum_of_squares","root_mean_squared_error","relative_root_mean_squared_error","a","b","c","d","alpha","beta","etrmax_with_photoinhibition","etrmax_without_photoinhibition","ik_with_photoinhibition","ik_without_photoinhibition","im_with_photoinhibition","w","ib","etrmax_with_without_ratio"
54.2085655182763,1.90102718757126,0.0696291738126281,1.03569348065317e-05,0.0110036997151165,2.45977134460551,NA,0.406541852840545,NA,47.3969821576458,NA,116.585738532155,NA,487.339650676172,2.18009661226068,NA,NA
