"par","prediction"
0,0
1,0.363679030461709
2,0.726741276284262
3,1.08918708419606
4,1.45101680389338
5,1.81223078802387
6,2.17282939217013
7,2.53281297483329
8,2.89218189741661
9,3.25093652420918
10,3.60907722236955
11,3.96660436190954
12,4.3235183156779
13,4.67981945934421
14,5.03550817138264
15,5.39058483305585
16,5.74504982839888
17,6.0989035442031
18,6.45214637000021
19,6.80477869804619
20,7.15680092330542
21,7.50821344343472
22,7.8590166587675
23,8.20921097229791
24,8.55879678966503
25,8.90777451913713
26,9.25614457159591
27,9.60390736052084
28,9.9510633019735
29,10.2976128145819
30,10.6435563195251
31,10.9888942405175
32,11.3336270037932
33,11.6777550380909
34,12.0212787746382
35,12.3641986471365
36,12.7065150917452
37,13.0482285470668
38,13.3893394541315
39,13.729848256382
40,14.0697553996581
41,14.4090613321819
42,14.7477665045424
43,15.0858713696806
44,15.4233763828745
45,15.7602820017238
46,16.0965886861354
47,16.4322968983081
48,16.7674071027179
49,17.1019197661033
50,17.4358353574502
51,17.7691543479774
52,18.1018772111217
53,18.4340044225235
54,18.7655364600118
55,19.0964738035901
56,19.4268169354213
57,19.7565663398136
58,20.0857225032058
59,20.4142859141531
60,20.7422570633123
61,21.0696364434282
62,21.3964245493185
63,21.72262187786
64,22.0482289279742
65,22.3732462006132
66,22.6976741987456
67,23.0215134273423
68,23.3447643933625
69,23.6674276057397
70,23.9895035753679
71,24.3109928150871
72,24.6318958396701
73,24.9522131658083
74,25.271945312098
75,25.5910927990265
76,25.9096561489585
77,26.2276358861224
78,26.5450325365969
79,26.8618466282967
80,27.17807869096
81,27.4937292561339
82,27.8087988571618
83,28.1232880291696
84,28.4371973090522
85,28.7505272354604
86,29.0632783487875
87,29.3754511911562
88,29.687046306405
89,29.9980642400756
90,30.3085055393993
91,30.618370753284
92,30.9276604323013
93,31.2363751286736
94,31.5445153962609
95,31.8520817905477
96,32.1590748686309
97,32.4654951892062
98,32.7713433125555
99,33.0766198005345
100,33.3813252165597
101,33.6854601255955
102,33.9890250941424
103,34.2920206902236
104,34.5944474833727
105,34.8963060446215
106,35.1975969464875
107,35.4983207629609
108,35.7984780694932
