"residual_sum_of_squares","root_mean_squared_error","relative_root_mean_squared_error","a","b","c","d","alpha","beta","etrmax_with_photoinhibition","etrmax_without_photoinhibition","ik_with_photoinhibition","ik_without_photoinhibition","im_with_photoinhibition","w","ib","etrmax_without_with_ratio"
184.266691579713,3.62793419750249,0.0402969817411689,247.354707230155,0.358320123456928,0.0415187506779873,NA,0.358320123456928,0.0415187506779873,170.502741669113,247.354707230155,475.839146359325,690.317654626194,1563.51184795245,NA,5957.66257873697,1.45073741811252
