"residual_sum_of_squares","root_mean_squared_error","relative_root_mean_squared_error","a","b","c","d","alpha","beta","etrmax_with_photoinhibition","etrmax_without_photoinhibition","ik_with_photoinhibition","ik_without_photoinhibition","im_with_photoinhibition","w","ib","etrmax_with_without_ratio"
252.630927242108,4.24794847327261,0.0764282950400964,103.116049506667,0.407581320270734,0.012950535261748,NA,0.407581320270734,0.012950535261748,89.4776790348744,103.116049506667,219.533316628543,252.995032839514,880.519639871028,NA,7962.30020015011,1.15242204110454
