"residual_sum_of_squares","root_mean_squared_error","relative_root_mean_squared_error","a","b","c","d","alpha","beta","etrmax_with_photoinhibition","etrmax_without_photoinhibition","ik_with_photoinhibition","ik_without_photoinhibition","im_with_photoinhibition","w","ib","etrmax_with_without_ratio"
232.884677909443,4.0785560987529,0.0482799041053911,202.605879252028,0.386783162991699,0.0298705980777012,NA,0.386783162991699,0.0298705980777012,153.445482881235,202.605879252028,396.72224016775,523.822902953964,1380.4728802367,NA,6782.78616065862,1.32037695374091
