"residual_sum_of_squares","root_mean_squared_error","relative_root_mean_squared_error","a","b","c","d","alpha","beta","etrmax_with_photoinhibition","etrmax_without_photoinhibition","ik_with_photoinhibition","ik_without_photoinhibition","im_with_photoinhibition","w","ib","etrmax_without_with_ratio"
91.5075076754418,2.46991913059843,0.0745442455687593,75.4500576832153,0.292350934458111,0.0231767848829149,NA,0.292350934458111,0.0231767848829149,56.8365042698952,75.4500576832153,194.411912434092,258.08043960272,673.872651382453,NA,3255.4151951781,1.32749293174209
