"par","prediction"
0,0
1,0.253741498585401
2,0.503293701192739
3,0.748724454705966
4,0.990100507623892
5,1.227487527842
6,1.4609501201464
7,1.69055184342453
8,1.91635522759734
9,2.1384217902772
10,2.35681205315629
11,2.57158555812955
12,2.78280088315672
13,2.9905156578675
14,3.19478657891417
15,3.39566942507554
16,3.59321907211652
17,3.78748950740701
18,3.97853384430423
19,4.1664043363021
20,4.35115239095167
21,4.53282858355609
22,4.71148267064396
23,4.88716360322448
24,5.05991953982807
25,5.22979785933584
26,5.39684517360138
27,5.56110733986823
28,5.72262947298627
29,5.8814559574304
30,6.03763045912461
31,6.19119593707464
32,6.34219465481232
33,6.49066819165464
34,6.63665745378054
35,6.78020268512839
36,6.92134347811701
37,7.06011878419319
38,7.19656692420841
39,7.33072559862756
40,7.46263189757247
41,7.59232231070274
42,7.71983273693664
43,7.84519849401474
44,7.96845432790854
45,8.0896344220769
46,8.20877240657263
47,8.32590136700154
48,8.44105385333658
49,8.55426188858922
50,8.66555697734044
51,8.77497011413364
52,8.88253179173168
53,8.98827200924021
54,9.09222028009956
55,9.19440563994714
56,9.29485665435267
57,9.3936014264281
58,9.4906676043144
59,9.5860823885471
60,9.67987253930256
61,9.77206438352702
62,9.86268382195019
63,9.95175633598524
64,10.0393069945172
65,10.1253604605814
66,10.2099409979337
67,10.2930724775146
68,10.3747783838084
69,10.4550818210997
70,10.5340055196284
71,10.6115718416451
72,10.6878027873686
73,10.7627200008467
74,10.8363447757225
75,10.9086980609069
76,10.9798004661595
77,11.0496722675795
78,11.1183334130069
79,11.1858035273368
80,11.2521019177478
81,11.3172475788452
82,11.3812591977218
83,11.4441551589355
84,11.5059535494076
85,11.5666721632413
86,11.6263285064617
87,11.6849398016798
88,11.7425229926808
89,11.7990947489378
90,11.8546714700529
91,11.9092692901258
92,11.9629040820524
93,12.0155914617533
94,12.067346792334
95,12.1181851881777
96,12.1681215189718
97,12.2171704136696
98,12.2653462643873
99,12.3126632302381
100,12.3591352411046
101,12.4047760013497
102,12.4495989934673
103,12.4936174816745
104,12.5368445154452
105,12.5792929329866
106,12.6209753646591
107,12.6619042363418
108,12.7020917727421
109,12.7415500006532
110,12.7802907521574
111,12.8183256677792
112,12.8556661995854
113,12.892323614237
114,12.9283089959901
115,12.9636332496492
116,12.9983071034721
117,13.0323411120285
118,13.0657456590112
119,13.0985309600028
120,13.1307070651975
121,13.1622838620779
122,13.1932710780498
123,13.2236782830334
124,13.2535148920128
125,13.2827901675444
126,13.3115132222246
127,13.3396930211173
128,13.3673383841425
129,13.394457988426
130,13.421060370611
131,13.4471539291328
132,13.4727469264554
133,13.4978474912738
134,13.5224636206787
135,13.5466031822876
136,13.5702739163408
137,13.5934834377632
138,13.6162392381932
139,13.6385486879789
140,13.6604190381412
141,13.6818574223059
142,13.702870858604
143,13.7234662515417
144,13.7436503938398
145,13.7634299682432
146,13.7828115493017
147,13.8018016051211
