"par","prediction"
0,0
1,0.387243668753358
2,0.773009628118439
3,1.15730304653734
4,1.54012907452478
5,1.92149284473019
6,2.3013994719997
7,2.67985405343778
8,3.05686166846873
9,3.43242737889799
10,3.80655622897321
11,4.17925324544504
12,4.5505234376278
13,4.92037179745994
14,5.28880329956422
15,5.65582290130773
16,6.02143554286173
17,6.38564614726118
18,6.74845962046419
19,7.10988085141117
20,7.46991471208381
21,7.82856605756387
22,8.18583972609176
23,8.54174053912488
24,8.89627330139578
25,9.24944280097017
26,9.60125380930464
27,9.95171108130424
28,10.3008193553798
29,10.6485833535053
30,10.9950077812744
31,11.3400973279577
32,11.683856666559
33,12.0262904538718
34,12.3674033305354
35,12.7071999210911
36,13.0456848340377
37,13.3828626618871
38,13.7187379812201
39,14.0533153527411
40,14.3865993213336
41,14.7185944161148
42,15.0493051504899
43,15.3787360222073
44,15.7068915134123
45,16.0337760907014
46,16.3593942051759
47,16.6837502924963
48,17.0068487729348
49,17.3286940514295
50,17.6492905176372
51,17.9686425459864
52,18.2867544957298
53,18.6036307109976
54,18.9192755208491
55,19.2336932393255
56,19.5468881655016
57,19.8588645835379
58,20.1696267627323
59,20.4791789575714
60,20.787525407782
61,21.0946703383822
62,21.4006179597324
63,21.705372467586
64,22.0089380431403
65,22.3113188530865
66,22.6125190496604
67,22.9125427706924
68,23.2113941396573
69,23.5090772657239
70,23.8055962438052
71,24.100955154607
72,24.3951580646778
73,24.6882090264575
74,24.9801120783266
75,25.2708712446543
76,25.560490535848
77,25.8489739484008
78,26.1363254649403
79,26.4225490542765
80,26.7076486714495
81,26.9916282577774
82,27.274491740904
83,27.5562430348458
84,27.8368860400396
85,28.1164246433893
86,28.3948627183132
87,28.6722041247901
88,28.9484527094064
89,29.2236123054024
90,29.4976867327186
91,29.7706797980413
92,30.0425952948495
93,30.3134370034596
94,30.583208691072
95,30.8519141118156
96,31.1195570067941
97,31.3861411041304
98,31.6516701190116
99,31.9161477537346
100,32.1795776977497
101,32.441963627706
102,32.7033092074953
103,32.9636180882965
