"residual_sum_of_squares","root_mean_squared_error","relative_root_mean_squared_error","a","b","c","d","alpha","beta","etrmax_with_photoinhibition","etrmax_without_photoinhibition","ik_with_photoinhibition","ik_without_photoinhibition","im_with_photoinhibition","w","ib","etrmax_without_with_ratio"
6.88214875354883,0.677355089228136,0.072539012211033,15.9907568993906,0.25585904040372,0.00513452423813993,NA,0.25585904040372,0.00513452423813993,14.4877768038553,15.9907568993906,56.6240566719666,62.4983071700682,245.525134839766,NA,3114.3599986556,1.10374125139307
