"par","prediction"
0,0
1,0.359326592610662
2,0.716745005478081
3,1.0722649943359
4,1.42589626511541
5,1.77764847419977
6,2.127531228677
7,2.4755540865915
8,2.8217265571945
9,3.16605810119307
10,3.50855813099796
11,3.84923601097012
12,4.18810105766594
13,4.52516254008134
14,4.86042967989448
15,5.19391165170738
16,5.52561758328612
17,5.85555655580004
18,6.1837376040595
19,6.51016971675258
20,6.83486183668047
21,7.15782286099179
22,7.47906164141553
23,7.79858698449295
24,8.11640765180825
25,8.43253236021806
26,8.74696978207972
27,9.05972854547849
28,9.37081723445348
29,9.68024438922254
30,9.98801850640594
31,10.2941480392489
32,10.598641397843
33,10.9015069493465
34,11.2027530182034
35,11.5023878863618
36,11.8004197934902
37,12.096856937194
38,12.3917074732298
39,12.6849795157192
40,12.9766811373612
41,13.2668203696438
42,13.5554052030543
43,13.8424435872884
44,14.1279434314587
45,14.411912604302
46,14.6943589343848
47,14.9752902103089
48,15.2547141809153
49,15.532638555487
50,15.8090710039509
51,16.0840191570791
52,16.3574906066883
53,16.6294929058389
54,16.9000335690328
55,17.1691200724101
56,17.4367598539452
57,17.7029603136412
58,17.9677288137242
59,18.231072678836
60,18.4929991962255
61,18.7535156159403
62,19.0126291510161
63,19.2703469776657
64,19.5266762354673
65,19.781624027551
66,20.0351974207851
67,20.2874034459615
68,20.5382490979793
69,20.7877413360284
70,21.0358870837714
71,21.2826932295257
72,21.5281666264431
73,21.7723140926897
74,22.0151424116245
75,22.256658331977
76,22.496868568024
77,22.7357797997655
78,22.9733986730994
79,23.209731799996
80,23.4447857586712
81,23.678567093758
82,23.9110823164792
83,24.1423379048168
84,24.3723403036824
85,24.6010959250855
86,24.8286111483021
87,25.0548923200412
88,25.2799457546111
89,25.5037777340852
90,25.7263945084662
91,25.9478022958499
92,26.1680072825881
93,26.3870156234506
94,26.6048334417864
95,26.8214668296841
96,27.0369218481316
97,27.2512045271748
98,27.4643208660753
99,27.6762768334679
100,27.8870783675166
101,28.0967313760706
102,28.3052417368185
103,28.5126152974428
104,28.7188578757725
105,28.9239752599361
106,29.1279732085125
107,29.3308574506827
108,29.5326336863791
109,29.7333075864352
110,29.9328847927341
111,30.131370918356
112,30.3287715477258
113,30.5250922367587
114,30.7203385130064
115,30.9145158758012
116,31.1076297964006
117,31.2996857181305
118,31.4906890565274
119,31.6806451994807
120,31.8695595073739
121,32.0574373132243
122,32.2442839228236
123,32.4301046148762
124,32.6149046411379
125,32.7986892265531
126,32.9814635693919
127,33.1632328413864
128,33.3440021878657
129,33.5237767278912
130,33.7025615543901
131,33.8803617342896
132,34.0571823086488
133,34.2330282927913
134,34.4079046764363
135,34.5818164238295
136,34.7547684738727
137,34.926765740254
138,35.0978131115756
139,35.2679154514823
140,35.437077598789
141,35.6053043676073
142,35.7726005474713
143,35.9389709034637
144,36.1044201763401
145,36.2689530826535
146,36.4325743148775
147,36.5952885415294
148,36.7571004072929
149,36.9180145331388
150,37.078035516447
151,37.2371679311264
152,37.3954163277349
153,37.5527852335985
154,37.70927915293
155,37.8649025669467
156,38.0196599339883
157,38.1735556896332
158,38.3265942468149
159,38.4787799959377
160,38.6301173049913
161,38.7806105196657
162,38.9302639634648
163,39.0790819378195
164,39.2270687222009
165,39.3742285742316
166,39.520565729798
167,39.6660844031608
168,39.8107887870656
169,39.9546830528525
170,40.0977713505655
171,40.2400578090616
172,40.381546536118
173,40.5222416185407
174,40.6621471222709
175,40.801267092492
176,40.939605553735
177,41.0771665099844
178,41.2139539447828
179,41.3499718213355
180,41.4852240826139
181,41.6197146514593
182,41.7534474306854
183,41.8864263031803
184,42.0186551320088
185,42.150137760513
186,42.2808780124133
187,42.4108796919084
188,42.5401465837752
189,42.6686824534677
190,42.7964910472157
191,42.9235760921229
192,43.0499412962647
193,43.1755903487852
194,43.3005269199936
195,43.424754661461
196,43.5482772061153
197,43.671098168337
198,43.7932211440532
199,43.9146497108327
200,44.0353874279787
201,44.155437836623
202,44.2748044598179
203,44.393490802629
204,44.5115003522272
205,44.6288365779793
206,44.7455029315397
207,44.8615028469401
208,44.9768397406802
209,45.0915170118166
210,45.2055380420519
211,45.3189061958236
212,45.4316248203922
213,45.5436972459284
214,45.655126785601
215,45.7659167356631
216,45.8760703755389
217,45.9855909679094
218,46.0944817587979
219,46.2027459776549
220,46.3103868374428
221,46.4174075347205
