"Date";"Time";"Action";"ID";"Name";"Temp";"PAR";"F(I)/Fo calc";"F(I)";"Fo,Fo'";"Fm,Fm'";"FMTm";"F";"Y(II)";"Y(4S)";"k/ocs";"ETR(II)";"Y(NO)";"Y(NPQ)";"NPQ";"qN";"qP";"qL";"F/Fm";"Fm'/Fm";"P700ox";"P700m,P700m'";"Y(I)";"Y(ND)";"Y(NA)";"ETR(I)";
01.02.26;13:27:09;New Report;NR;MR1;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.26;13:33:06;P700-Cal.;SK;S_260201_133306; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.26;13:33:21;LC-Start;LCB;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.26;13:33:21;Manual;SK;S_260201_133321; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.26;13:33:22;Fo-Det.;Fo;;n.c.;0;;0.0000;0.2459;;;;;;;;;;;;;;;;;;;;;;
01.02.26;13:33:23;Fm-Det.;SP;F_260201_133323_0;n.c.;0;;0.0000;0.2459;1.2352;;0.2436;0.801;;;0.000;0.199;0.000;0.000;0.000;1.000;1.000;0.197;1.000;0.046;2.418;;;;;
01.02.26;13:33:33;Pm.-Det.;SP;F_260201_133333_0;n.c.;0;;0.0000;0.2448;1.2086;;0.2677;0.779;;;0.000;0.217;0.005;0.022;0.026;0.976;0.893;0.217;0.978;2.468;2.905;0.150;0.850;0.000;0.000;
01.02.26;13:34:07;P.+F. SP;SP;F_260201_133407_0;n.c.;14;;0.0000;0.2271;0.8729;;0.3674;0.579;;;3.405;0.297;0.123;0.415;0.347;0.783;0.484;0.297;0.707;0.045;2.291;0.773;0.016;0.211;4.546;
01.02.26;13:34:37;P.+F. SP;SP;F_260201_133437_0;n.c.;23;;0.0000;0.2319;0.9490;;0.3520;0.629;;;6.076;0.285;0.086;0.302;0.275;0.833;0.548;0.285;0.768;0.036;2.295;0.778;0.012;0.210;7.513;
01.02.26;13:35:07;P.+F. SP;SP;F_260201_133507_0;n.c.;36;;0.0000;0.2345;0.9936;;0.3447;0.653;;;9.875;0.279;0.068;0.243;0.233;0.855;0.582;0.279;0.804;0.053;2.379;0.800;0.018;0.181;12.103;
01.02.26;13:35:37;P.+F. SP;SP;F_260201_133537_0;n.c.;86;;0.0000;0.2279;0.8847;;0.3439;0.611;;;22.080;0.278;0.110;0.396;0.336;0.823;0.546;0.278;0.716;0.124;2.281;0.742;0.043;0.215;26.811;
01.02.26;13:36:07;P.+F. SP;SP;F_260201_133607_0;n.c.;157;;0.0000;0.2175;0.7460;;0.3748;0.498;;;32.810;0.303;0.199;0.656;0.466;0.702;0.408;0.303;0.604;0.237;2.108;0.644;0.081;0.274;42.475;
01.02.26;13:36:37;P.+F. SP;SP;F_260201_133637_0;n.c.;211;;0.0000;0.2090;0.6548;;0.3791;0.421;;;37.305;0.307;0.272;0.886;0.549;0.618;0.341;0.307;0.530;0.393;2.153;0.606;0.135;0.259;53.675;
01.02.26;13:37:07;P.+F. SP;SP;F_260201_133707_0;n.c.;365;;0.0000;0.1980;0.5577;;0.4138;0.258;;;39.570;0.335;0.407;1.215;0.636;0.400;0.191;0.335;0.452;0.796;2.351;0.535;0.274;0.191;82.088;
01.02.26;13:37:37;P.+F. SP;SP;F_260201_133737_0;n.c.;577;;0.0000;0.1911;0.5061;;0.4304;0.150;;;36.234;0.348;0.502;1.441;0.682;0.240;0.107;0.348;0.410;1.297;2.615;0.454;0.446;0.100;109.941;
01.02.26;13:38:07;P.+F. SP;SP;F_260201_133807_0;n.c.;902;;0.0000;0.1866;0.4761;;0.4374;0.081;;;30.826;0.354;0.565;1.594;0.707;0.134;0.057;0.354;0.385;1.815;2.727;0.314;0.625;0.061;118.857;
01.02.26;13:38:37;P.+F. SP;SP;F_260201_133837_0;n.c.;1394;;0.0000;0.1838;0.4578;;0.4380;0.043;;;25.334;0.355;0.602;1.698;0.723;0.072;0.030;0.355;0.371;2.167;2.723;0.191;0.746;0.063;112.084;
01.02.26;13:39:07;P.+F. SP;SP;F_260201_133907_0;n.c.;1731;;0.0000;0.1817;0.4450;;0.4312;0.031;;;22.586;0.349;0.620;1.776;0.734;0.052;0.022;0.349;0.360;2.272;2.704;0.149;0.782;0.069;108.221;
01.02.26;13:39:37;P.+F. SP;SP;F_260201_133937_0;n.c.;2158;;0.0000;0.1796;0.4326;;0.4231;0.022;;;19.994;0.343;0.635;1.855;0.744;0.038;0.016;0.343;0.350;2.375;2.698;0.111;0.817;0.071;101.028;
01.02.26;13:40:07;P.+F. SP;SP;F_260201_134007_0;n.c.;2664;;0.0000;0.1782;0.4248;;0.4181;0.016;;;17.585;0.338;0.646;1.908;0.751;0.027;0.012;0.338;0.344;2.398;2.629;0.079;0.825;0.095;88.750;
01.02.26;13:40:37;P.+F. SP;SP;F_260201_134037_0;n.c.;3250;;0.0000;0.1766;0.4156;;0.4115;0.010;;;13.436;0.333;0.657;1.972;0.758;0.017;0.007;0.333;0.336;2.443;2.590;0.051;0.841;0.108;69.138;
01.02.26;13:40:40;LC-Stop;LCE;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
