"Date";"Time";"Action";"ID";"Name";"Temp";"PAR";"F(I)/Fo calc";"F(I)";"Fo,Fo'";"Fm,Fm'";"FMTm";"F";"Y(II)";"Y(4S)";"k/ocs";"ETR(II)";"Y(NO)";"Y(NPQ)";"NPQ";"qN";"qP";"qL";"F/Fm";"Fm'/Fm";"P700ox";"P700m,P700m'";"Y(I)";"Y(ND)";"Y(NA)";"ETR(I)";
29.01.26;12:52:05;New Report;NR;MR1;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.01.26;12:54:57;P700-Cal.;SK;S_260129_125457; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
29.01.26;12:55:09;LC-Start;LCB;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.01.26;12:55:09;Manual;SK;S_260129_125509; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
29.01.26;12:55:10;Fo-Det.;Fo;; 0.0;0;;0.0000;0.2585;;;;;;;;;;;;;;;;;;;;;;
29.01.26;12:55:12;Fm-Det.;SP;F_260129_125512_0; 0.0;0;;0.0000;0.2585;0.4932;;0.2652;0.476;;;0.000;0.538;0.000;0.000;0.000;0.971;0.946;0.538;1.000;0.062;0.244;;;;;
29.01.26;12:55:20;Pm.-Det.;SP;F_260129_125520_0; 0.0;0;;0.0000;0.2585;0.4755;;0.2666;0.439;;;0.000;0.531;0.030;0.037;0.075;0.963;0.934;0.540;0.964;0.175;0.316;0.448;0.552;0.000;0.000;
29.01.26;12:55:54;P.+F. SP;SP;F_260129_125554_0; 0.0;39;;0.0000;0.2585;0.4580;;0.3292;0.281;;;4.604;0.651;0.068;0.077;0.150;0.645;0.506;0.668;0.929;0.016;0.258;0.765;0.052;0.183;12.534;
29.01.26;12:56:24;P.+F. SP;SP;F_260129_125624_0; 0.0;49;;0.0000;0.2585;0.4504;;0.3258;0.277;;;5.694;0.640;0.083;0.095;0.182;0.649;0.515;0.661;0.913;-0.014;0.232;0.778;0.000;0.222;16.006;
29.01.26;12:56:54;P.+F. SP;SP;F_260129_125654_0; 0.0;62;;0.0000;0.2585;0.4392;;0.3182;0.276;;;7.177;0.619;0.106;0.123;0.230;0.670;0.544;0.645;0.891;0.016;0.251;0.742;0.051;0.208;19.311;
29.01.26;12:57:24;P.+F. SP;SP;F_260129_125724_0; 0.0;113;;0.0000;0.2585;0.4146;;0.3169;0.236;;;11.184;0.605;0.159;0.189;0.335;0.626;0.510;0.643;0.841;-0.001;0.235;0.747;0.000;0.253;35.463;
29.01.26;12:57:54;P.+F. SP;SP;F_260129_125754_0; 0.0;185;;0.0000;0.2585;0.3521;;0.2827;0.197;;;15.316;0.496;0.307;0.401;0.601;0.741;0.678;0.573;0.714;0.007;0.243;0.744;0.023;0.233;57.785;
29.01.26;12:58:24;P.+F. SP;SP;F_260129_125824_0; 0.0;241;;0.0000;0.2585;0.3031;;0.2524;0.167;;;16.932;0.394;0.438;0.627;0.810;1.000;1.000;0.512;0.615;0.037;0.254;0.686;0.118;0.196;69.465;
29.01.26;12:58:54;P.+F. SP;SP;F_260129_125854_0; 0.0;397;;0.0000;0.2585;0.2506;;0.2230;0.110;;;18.375;0.508;0.382;0.968;1.000;0.000;0.000;0.452;0.508;0.090;0.258;0.529;0.285;0.185;88.229;
29.01.26;12:59:24;P.+F. SP;SP;F_260129_125924_0; 0.0;614;;0.0000;0.2585;0.2322;;0.2150;0.074;;;19.125;0.471;0.455;1.124;1.000;0.000;0.000;0.436;0.471;0.134;0.250;0.366;0.424;0.210;94.349;
29.01.26;12:59:54;P.+F. SP;SP;F_260129_125954_0; 0.0;946;;0.0000;0.2585;0.2229;;0.2121;0.049;;;19.316;0.452;0.499;1.212;1.000;0.000;0.000;0.430;0.452;0.174;0.227;0.169;0.548;0.283;66.955;
29.01.26;13:00:24;P.+F. SP;SP;F_260129_130024_0; 0.0;1453;;0.0000;0.2585;0.2167;;0.2105;0.029;;;17.402;0.439;0.532;1.276;1.000;0.000;0.000;0.427;0.439;0.192;0.257;0.204;0.608;0.188;124.225;
29.01.26;13:00:54;P.+F. SP;SP;F_260129_130054_0; 0.0;1796;;0.0000;0.2585;0.2130;;0.2081;0.023;;;17.542;0.432;0.545;1.315;1.000;0.000;0.000;0.422;0.432;0.222;0.267;0.144;0.701;0.156;108.365;
29.01.26;13:01:24;P.+F. SP;SP;F_260129_130124_0; 0.0;2232;;0.0000;0.2585;0.2093;;0.2061;0.015;;;14.314;0.424;0.560;1.356;1.000;0.000;0.000;0.418;0.424;0.232;0.260;0.090;0.732;0.178;84.447;
29.01.26;13:01:54;P.+F. SP;SP;F_260129_130154_0; 0.0;2750;;0.0000;0.2585;0.2063;;0.2039;0.012;;;13.400;0.418;0.570;1.391;1.000;0.000;0.000;0.413;0.418;0.246;0.272;0.083;0.779;0.139;95.332;
29.01.26;13:01:57;LC-Stop;LCE;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
