"residual_sum_of_squares","root_mean_squared_error","relative_root_mean_squared_error","a","b","c","d","alpha","beta","etrmax_with_photoinhibition","etrmax_without_photoinhibition","ik_with_photoinhibition","ik_without_photoinhibition","im_with_photoinhibition","w","ib","etrmax_with_without_ratio"
30.0041361995341,1.41431105017093,0.0556681193572558,49.9366417371293,0.347886195807845,0.0126213474314246,NA,0.347886195807845,0.0126213474314246,42.6702594412354,49.9366417371293,122.655799383326,143.543038898594,481.173959495417,NA,3956.52223413146,1.17029149555327
