"residual_sum_of_squares","root_mean_squared_error","relative_root_mean_squared_error","a","b","c","d","alpha","beta","etrmax_with_photoinhibition","etrmax_without_photoinhibition","ik_with_photoinhibition","ik_without_photoinhibition","im_with_photoinhibition","w","ib","etrmax_with_without_ratio"
11.1029422497532,0.860346529012318,0.0983429554897889,18.4416302661013,0.217512280095478,0.00837215962637585,NA,0.217512280095478,0.00837215962637585,15.6428172262269,18.4416302661013,71.9169382958994,84.7843177314228,279.373794682735,NA,2202.73275822433,1.17892001161925
