"residual_sum_of_squares","root_mean_squared_error","relative_root_mean_squared_error","a","b","c","d","alpha","beta","etrmax_with_photoinhibition","etrmax_without_photoinhibition","ik_with_photoinhibition","ik_without_photoinhibition","im_with_photoinhibition","w","ib","etrmax_without_with_ratio"
59.9586374485721,1.99931050529213,0.0687304940128987,58.4469171281867,0.42064503341532,0.0164321469636669,NA,0.42064503341532,0.0164321469636669,49.4832397658381,58.4469171281867,117.636572014346,138.945934185035,455.863574426783,NA,3556.86431343504,1.18114572539644
