"residual_sum_of_squares","root_mean_squared_error","relative_root_mean_squared_error","a","b","c","d","alpha","beta","etrmax_with_photoinhibition","etrmax_without_photoinhibition","ik_with_photoinhibition","ik_without_photoinhibition","im_with_photoinhibition","w","ib","etrmax_with_without_ratio"
14.0768528382755,0.968739828790494,0.177920300868228,11.251992065559,0.132069327577697,0.00445890049559555,NA,0.132069327577697,0.00445890049559555,9.69703693089497,11.251992065559,73.4238381367553,85.1976175841387,291.51465459075,NA,2523.49028121924,1.16035363645053
