"residual_sum_of_squares","root_mean_squared_error","relative_root_mean_squared_error","a","b","c","d","alpha","beta","etrmax_with_photoinhibition","etrmax_without_photoinhibition","ik_with_photoinhibition","ik_without_photoinhibition","im_with_photoinhibition","w","ib","etrmax_with_without_ratio"
10.0198370338974,0.817306023220898,0.0391045400136755,39.3699392767309,0.320466544123217,0.00958325043213583,NA,0.320466544123217,0.00958325043213583,34.3877249259342,39.3699392767309,107.30519474355,122.851948194609,434.800896142265,NA,4108.20311495882,1.14488351182079
