"par","prediction"
0,0
1,0.380119801622839
2,0.756841071456921
3,1.13019289939488
4,1.50020412682673
5,1.86690334876254
6,2.23031891593695
7,2.59047893689572
8,2.94741128006446
9,3.30114357579966
10,3.65170321842226
11,3.99911736823381
12,4.34341295351538
13,4.68461667250948
14,5.02275499538496
15,5.35785416618517
16,5.68994020475952
17,6.01903890867843
18,6.34517585513206
19,6.66837640281268
20,6.9886656937811
21,7.30606865531704
22,7.62061000175378
23,7.93231423629708
24,8.24120565282861
25,8.54730833769392
26,8.85064617147521
27,9.15124283074888
28,9.44912178982813
29,9.74430632249065
30,10.0368195036915
31,10.3266842112616
32,10.6139231275912
33,10.8985587412996
34,11.1806133488901
35,11.4601090563911
36,11.7370677809832
37,12.0115112526121
38,12.2834610155879
39,12.5529384301712
40,12.8199646741445
41,13.0845607443716
42,13.3467474583425
43,13.6065454557056
44,13.8639751997873
45,14.1190569790973
46,14.3718109088224
47,14.6222569323071
48,14.8704148225209
49,15.1163041835139
50,15.3599444518601
51,15.6013548980869
52,15.8405546280947
53,16.077562584562
54,16.3123975483403
55,16.5450781398363
56,16.7756228203821
57,17.0040498935942
58,17.2303775067207
59,17.4546236519767
60,17.6768061678691
61,17.8969427405089
62,18.1150509049135
63,18.3311480462969
64,18.5452514013494
65,18.7573780595066
66,18.9675449642066
67,19.1757689141376
68,19.3820665644741
69,19.5864544281029
70,19.7889488768383
71,19.9895661426273
72,20.1883223187441
73,20.3852333609749
74,20.5803150887921
75,20.7735831865188
76,20.965053204483
77,21.1547405601625
78,21.3426605393193
79,21.5288282971249
80,21.713258859276
81,21.8959671230998
82,22.0769678586514
83,22.2562757098
84,22.4339051953075
85,22.6098707098967
86,22.7841865253112
87,22.9568667913653
88,23.1279255369862
89,23.297376671246
90,23.4652339843857
91,23.6315111488305
92,23.7962217201956
93,23.9593791382845
94,24.120996728078
95,24.2810877007149
96,24.4396651544648
97,24.5967420756915
98,24.7523313398099
99,24.9064457122328
100,25.0590978493108
101,25.2103002992641
102,25.360065503106
103,25.5084057955586
104,25.6553334059606
105,25.8008604591677
106,25.9449989764452
107,26.0877608763523
108,26.22915797562
109,26.3692019900205
110,26.5079045352298
111,26.6452771276825
112,26.7813311854197
113,26.9160780289294
114,27.0495288819798
115,27.1816948724453
116,27.3125870331259
117,27.4422163025591
118,27.570593525825
119,27.697729455345
120,27.8236347516727
121,27.9483199842792
122,28.0717956323305
123,28.1940720854597
124,28.3151596445307
125,28.4350685223976
126,28.5538088446555
127,28.6713906503865
128,28.7878238928983
129,28.903118440457
130,29.0172840770137
131,29.1303305029243
132,29.242267335664
133,29.353104110535
134,29.4628502813683
135,29.5715152212199
136,29.6791082230607
137,29.7856385004604
138,29.8911151882658
139,29.9955473432736
140,30.0989439448963
141,30.2013138958241
142,30.3026660226796
143,30.403009076668
144,30.5023517342209
145,30.6007025976353
146,30.6980701957069
147,30.7944629843575
148,30.8898893472579
149,30.9843575964451
150,31.0778759729339
151,31.1704526473236
152,31.2620957203996
153,31.3528132237299
154,31.4426131202558
155,31.5315033048788
156,31.6194916050413
157,31.7065857813029
158,31.7927935279119
159,31.8781224733714
160,31.9625801810015
161,32.0461741494951
162,32.128911813471
163,32.2108005440205
164,32.2918476492502
165,32.3720603748203
166,32.4514459044775
167,32.5300113605845
168,32.6077638046437
169,32.6847102378174
170,32.7608576014432
171,32.836212777545
172,32.9107825893396
173,32.984573801739
174,33.0575931218487
175,33.1298471994609
176,33.2013426275447
177,33.2720859427312
178,33.3420836257947
179,33.4113421021298
180,33.4798677422246
181,33.5476668621295
182,33.6147457239225
183,33.6811105361699
184,33.7467674543836
185,33.8117225814743
186,33.8759819682006
187,33.9395516136147
188,34.0024374655039
189,34.0646454208288
190,34.1261813261571
191,34.1870509780942
192,34.24726012371
193,34.3068144609621
194,34.365719639115
195,34.4239812591565
196,34.4816048742097
197,34.538595989942
198,34.5949600649704
199,34.6507025112636
200,34.7058286945402
201,34.7603439346639
202,34.8142535060352
203,34.8675626379797
204,34.9202765151331
205,34.9724002778232
206,35.0239390224478
207,35.0748978018506
208,35.1252816256928
209,35.1750954608222
210,35.2243442316388
211,35.2730328204573
212,35.3211660678667
213,35.368748773087
214,35.4157856943219
215,35.4622815491098
216,35.5082410146708
217,35.5536687282513
218,35.5985692874651
219,35.6429472506326
220,35.6868071371157
221,35.7301534276511
222,35.7729905646801
223,35.8153229526755
224,35.8571549584662
225,35.8984909115587
226,35.9393351044559
227,35.979691792973
228,36.0195651965511
229,36.0589594985679
230,36.0978788466456
231,36.1363273529566
232,36.174309094526
233,36.2118281135318
234,36.2488884176031
235,36.2854939801145
236,36.3216487404792
237,36.3573566044389
238,36.3926214443515
239,36.4274470994763
240,36.4618373762565
241,36.4957960485996
242,36.5293268581557
243,36.5624335145926
244,36.5951196958689
245,36.6273890485054
246,36.6592451878533
247,36.6906916983602
248,36.7217321338347
249,36.7523700177076
250,36.7826088432917
251,36.8124520740387
252,36.8419031437948
253,36.8709654570531
254,36.8996423892046
255,36.9279372867869
256,36.9558534677302
257,36.9833942216021
258,37.0105628098499
259,37.0373624660404
260,37.0637963960984
261,37.0898677785427
262,37.1155797647203
263,37.1409354790384
264,37.1659380191946
265,37.1905904564047
266,37.2148958356297
267,37.2388571757992
268,37.2624774700343
269,37.285759685868
270,37.3087067654634
271,37.3313216258311
272,37.3536071590432
273,37.3755662324471
274,37.3972016888762
275,37.4185163468597
276,37.4395130008297
277,37.4601944213275
278,37.4805633552076
279,37.5006225258396
280,37.5203746333094
281,37.539822354618
282,37.5589683438781
283,37.5778152325104
284,37.596365629437
285,37.6146221212736
286,37.6325872725203
287,37.65026362575
288,37.6676537017964
289,37.6847599999392
290,37.7015849980882
291,37.7181311529663
292,37.7344009002899
293,37.7503966549488
294,37.7661208111839
295,37.7815757427635
296,37.7967638031586
297,37.8116873257155
298,37.8263486238286
299,37.8407499911101
300,37.8548937015597
301,37.8687820097313
302,37.8824171508999
303,37.8958013412256
304,37.9089367779175
305,37.9218256393951
306,37.9344700854492
307,37.9468722574005
308,37.9590342782581
309,37.9709582528753
310,37.9826462681049
311,37.994100392953
312,38.0053226787315
313,38.0163151592092
314,38.0270798507615
315,38.0376187525193
316,38.0479338465159
317,38.0580270978334
318,38.0679004547475
319,38.0775558488707
320,38.086995195295
321,38.0962203927329
322,38.1052333236573
323,38.1140358544402
324,38.1226298354905
325,38.1310171013898
326,38.1391994710283
327,38.1471787477382
328,38.1549567194271
329,38.1625351587093
330,38.169915823037
331,38.1771004548292
332,38.1840907816006
333,38.1908885160888
334,38.1974953563803
335,38.203912986036
336,38.2101430742149
337,38.2161872757976
338,38.2220472315078
339,38.2277245680334
340,38.2332208981467
341,38.2385378208228
342,38.2436769213577
343,38.2486397714851
344,38.2534279294925
345,38.2580429403355
346,38.2624863357523
347,38.2667596343762
348,38.2708643418476
349,38.2748019509254
350,38.2785739415962
351,38.2821817811844
352,38.2856269244596
353,38.2889108137443
354,38.2920348790199
355,38.2950005380324
356,38.2978091963967
357,38.3004622477004
358,38.3029610736065
359,38.3053070439552
360,38.3075015168649
361,38.3095458388325
362,38.3114413448322
363,38.3131893584148
364,38.3147911918043
365,38.3162481459954
366,38.3175615108489
367,38.3187325651874
368,38.3197625768889
369,38.3206528029808
370,38.3214044897325
371,38.3220188727472
372,38.3224971770529
373,38.322840617193
374,38.3230503973159
375,38.3231277112635
376,38.3230737426593
377,38.322889664996
378,38.3225766417217
379,38.322135826326
380,38.3215683624247
381,38.3208753838445
382,38.3200580147064
383,38.3191173695088
384,38.3180545532096
385,38.3168706613075
386,38.3155667799233
387,38.3141439858794
388,38.3126033467798
389,38.3109459210885
390,38.3091727582077
391,38.3072848985553
392,38.3052833736412
393,38.3031692061442
394,38.3009434099865
395,38.2986069904095
396,38.296160944047
397,38.2936062589994
398,38.2909439149063
399,38.2881748830189
400,38.2853001262717
401,38.2823205993531
402,38.2792372487767
403,38.2760510129502
404,38.2727628222455
405,38.2693735990664
406,38.2658842579178
407,38.2622957054722
408,38.258608840637
409,38.254824554621
410,38.2509437309999
411,38.2469672457816
412,38.2428959674708
413,38.2387307571334
414,38.2344724684595
415,38.2301219478268
416,38.2256800343631
417,38.2211475600079
418,38.2165253495744
419,38.2118142208095
420,38.2070149844551
421,38.2021284443072
422,38.1971553972759
423,38.1920966334434
424,38.1869529361233
425,38.1817250819176
426,38.1764138407745
427,38.1710199760451
428,38.1655442445398
429,38.159987396584
430,38.1543501760738
431,38.1486333205308
432,38.1428375611565
433,38.1369636228861
434,38.1310122244425
435,38.1249840783892
436,38.1188798911827
437,38.1127003632247
438,38.1064461889143
439,38.1001180566986
440,38.093716649124
441,38.0872426428866
442,38.0806967088818
443,38.0740795122545
444,38.0673917124475
445,38.0606339632507
446,38.0538069128494
447,38.0469112038717
448,38.0399474734368
449,38.0329163532011
450,38.0258184694057
451,38.018654442922
452,38.0114248892983
453,38.0041304188045
454,37.9967716364776
455,37.9893491421667
456,37.9818635305766
457,37.9743153913123
458,37.9667053089224
459,37.9590338629424
460,37.9513016279373
461,37.9435091735441
462,37.9356570645143
463,37.9277458607552
464,37.9197761173713
465,37.9117483847057
466,37.9036632083802
467,37.8955211293364
468,37.887322683875
469,37.8790684036956
470,37.8707588159364
471,37.8623944432128
472,37.8539758036559
473,37.8455034109513
474,37.8369777743768
475,37.82839939884
476,37.8197687849157
477,37.811086428883
478,37.8023528227619
479,37.7935684543497
480,37.7847338072571
481,37.7758493609441
482,37.7669155907552
483,37.7579329679546
484,37.7489019597614
485,37.7398230293837
486,37.7306966360531
487,37.721523235059
488,37.7123032777813
489,37.7030372117251
490,37.6937254805527
491,37.684368524117
492,37.674966778494
493,37.6655206760149
494,37.6560306452982
495,37.6464971112815
496,37.6369204952528
497,37.6273012148816
498,37.6176396842502
499,37.6079363138841
500,37.598191510782
501,37.5884056784469
502,37.5785792169149
503,37.5687125227857
504,37.5588059892512
505,37.5488600061254
506,37.5388749598725
507,37.528851233636
508,37.5187892072672
509,37.5086892573526
510,37.4985517572426
511,37.4883770770788
512,37.4781655838213
513,37.4679176412761
514,37.457633610122
515,37.4473138479373
516,37.4369587092262
517,37.4265685454452
518,37.416143705029
519,37.4056845334166
520,37.3951913730766
521,37.3846645635325
522,37.3741044413884
523,37.3635113403534
524,37.3528855912664
525,37.342227522121
526,37.3315374580896
527,37.3208157215471
528,37.3100626320955
529,37.2992785065872
530,37.2884636591485
531,37.277618401203
532,37.2667430414947
533,37.2558378861107
534,37.2449032385042
535,37.2339393995168
536,37.2229466674008
537,37.2119253378415
538,37.2008757039789
539,37.1897980564297
540,37.1786926833087
541,37.1675598702503
542,37.1563999004294
543,37.1452130545827
544,37.1339996110297
545,37.1227598456927
546,37.1114940321181
547,37.1002024414962
548,37.0888853426811
549,37.0775430022115
550,37.0661756843296
551,37.0547836510014
552,37.0433671619356
553,37.0319264746033
554,37.020461844257
555,37.0089735239494
